time	V(n010)
2.074156693790017e-006	7.049251e+000
2.082609524160783e-006	7.070393e+000
2.091632481341027e-006	7.092960e+000
2.097521132657159e-006	7.107702e+000
2.101257823539440e-006	7.117068e+000
2.105735744292389e-006	7.128304e+000
2.110219468229009e-006	7.139562e+000
2.117229646643763e-006	7.157166e+000
2.124507600812994e-006	7.175419e+000
2.134178620181353e-006	7.199600e+000
2.141762471266672e-006	7.218471e+000
2.148054146839350e-006	7.234030e+000
2.154219115873103e-006	7.249186e+000
2.158130951455560e-006	7.258750e+000
2.162193242910603e-006	7.268636e+000
2.166227298265773e-006	7.278408e+000
2.172561059887940e-006	7.293676e+000
2.179432093215531e-006	7.310159e+000
2.188512497855542e-006	7.331851e+000
2.197095169417275e-006	7.352297e+000
2.205256833650833e-006	7.371715e+000
2.210851388810683e-006	7.385021e+000
2.214942951277556e-006	7.394753e+000
2.218951847740396e-006	7.404291e+000
2.222694813306574e-006	7.413196e+000
2.229079333039563e-006	7.428379e+000
2.235791685046033e-006	7.444322e+000
2.244938328069528e-006	7.465984e+000
2.254826375336794e-006	7.489295e+000
2.263580016456700e-006	7.509814e+000
2.269149230631163e-006	7.522796e+000
2.272696698270901e-006	7.531025e+000
2.276678405491563e-006	7.540228e+000
2.280577900906503e-006	7.549207e+000
2.286933713687746e-006	7.563783e+000
2.293677885224950e-006	7.579181e+000
2.303034871267056e-006	7.600454e+000
2.313588654482028e-006	7.624372e+000
2.321441559428568e-006	7.642133e+000
2.326540939754773e-006	7.653653e+000
2.330389254142197e-006	7.662342e+000
2.334465593417439e-006	7.671542e+000
2.338385832276451e-006	7.680384e+000
2.344864770593719e-006	7.694982e+000
2.351702294226508e-006	7.710360e+000
2.360993013204513e-006	7.731187e+000
2.371359656006943e-006	7.754322e+000
2.379246113090030e-006	7.771832e+000
2.384013552072682e-006	7.782369e+000
2.387551583319129e-006	7.790159e+000
2.391504000897248e-006	7.798835e+000
2.395323862335692e-006	7.807193e+000
2.401639597165994e-006	7.820962e+000
2.408319607187471e-006	7.835469e+000
2.417567279093709e-006	7.855468e+000
2.428259376669297e-006	7.878512e+000
2.435552238423244e-006	7.894190e+000
2.440577148435201e-006	7.904974e+000
2.444728223642513e-006	7.913873e+000
2.448378299461798e-006	7.921692e+000
2.452334651254417e-006	7.930159e+000
2.457860565801976e-006	7.941970e+000
2.464628098321382e-006	7.956409e+000
2.472958151094598e-006	7.974129e+000
2.482890141179348e-006	7.995176e+000
2.490783868862789e-006	8.011833e+000
2.495763876142823e-006	8.022300e+000
2.499974978433916e-006	8.031119e+000
2.503447485598109e-006	8.038373e+000
2.507796441739716e-006	8.047431e+000
2.512165986149392e-006	8.056505e+000
2.518904199885503e-006	8.070451e+000
2.526050413737511e-006	8.085185e+000
2.535824748565573e-006	8.105254e+000
2.548087132067840e-006	8.130346e+000
2.554358649620734e-006	8.143144e+000
2.558685767836775e-006	8.151957e+000
2.562185719148617e-006	8.159077e+000
2.566539081674986e-006	8.167922e+000
2.570897016561640e-006	8.176764e+000
2.577708106366646e-006	8.190558e+000
2.584888263525370e-006	8.205062e+000
2.594671293259989e-006	8.224744e+000
2.606688314716471e-006	8.248816e+000
2.612556544556244e-006	8.260520e+000
2.616491904506701e-006	8.268340e+000
2.619827454470973e-006	8.274951e+000
2.624389045619621e-006	8.283969e+000
2.629142986066433e-006	8.293341e+000
2.636185636678860e-006	8.307179e+000
2.643679963736665e-006	8.321851e+000
